,Created At,Updated At,Closed At,Merged At,Details,Id
10,2020-02-04T17:46:42Z,2020-02-05T08:01:57Z,,,Logging --force parameter,3639119
11,2019-11-26T14:49:18Z,2019-11-26T15:08:47Z,,,"# Description

IP validation sorts out any ""reserved"" IP. That's a good thing because we do not want e.g. to DHCP bind to broadcasts IPs. But there are some special cases that are filtered out by FILTER_FLAG_NO_RES_RANGE:

* Using 0.0.0.0 in ""Ports and IPs"" to create a Port listening on any IP
* Using 0.0.0.0/0.0.0.0 e.g. for MySQL to allow access to any IP

(Personally, I have only use case 1 but since It's quite similar, I added the other too).

## Type of change

Please delete options that are not relevant.

- [ ] Bug fix (non-breaking change which fixes an issue)
- [X] New feature (non-breaking change which adds functionality)
- [ ] Breaking change (fix or feature that would cause existing functionality to not work as expected)
- [ ] This change requires a documentation update

# How Has This Been Tested?

I have manually tested that creating a port with IP 0.0.0.0 works as expected. I have added Tests into ValidationTests for both use cases.

# Checklist:

- [x] I have performed a self-review of my own code
- [x] I have commented my code, particularly in hard-to-understand areas
- [ ] I have made corresponding changes to the documentation
-> No idea where to document it exactly, it's just a minor fix/enhancement
- [?] My changes generate no new warnings
-> How to test?
- [x] I have added tests that prove my fix is effective or that my feature works
- [X] New and existing unit tests pass locally with my changes
",3639119
12,2019-08-05T14:11:13Z,2020-02-01T08:58:28Z,,,"...fully working now

working:
- creating DKIM keys 1024 / **2048** / 4096 and pusing to db
- creating config files for amavis or opendkim and writing to a user defined location
- writing all DKIM keys to a user defined location
- showing neccessary zonefile addidtions for external nameserver in admin-domain-edit
- creating zonefile for internal nameserver
- restarting services at changes
- translations german and english

not ready / 2do:
- creatind instructions how to configure amavis or DKIM for different distributions",3639119
13,2019-05-17T09:28:04Z,2019-05-18T06:19:05Z,,,"# Description

Currently Froxlor calculates FTP quota based on disk space usage which is wrong. If we setup traffic (bandwidth) limit lower than disk space in current state then this prevents user from FTP usage. 

Fixes # (issue)

## Type of change

Please delete options that are not relevant.

- [x] Bug fix (non-breaking change which fixes an issue)
- [ ] New feature (non-breaking change which adds functionality)
- [ ] Breaking change (fix or feature that would cause existing functionality to not work as expected)
- [ ] This change requires a documentation update

# How Has This Been Tested?

Checking working instance after few days and current system calculation manually.

- [ ] Test A
- [ ] Test B

**Test Configuration**:

* Distribution:
* Webserver:
* PHP:
* etc.etc.:

# Checklist:

- [ ] I have performed a self-review of my own code
- [ ] I have commented my code, particularly in hard-to-understand areas
- [ ] I have made corresponding changes to the documentation
- [ ] My changes generate no new warnings
- [ ] I have added tests that prove my fix is effective or that my feature works
- [ ] New and existing unit tests pass locally with my changes

",3639119
14,2019-05-10T01:06:14Z,2019-10-28T15:02:52Z,,,"Add mysql prefix option to use customername + database description field as final databasename

Fixes #672 

## Type of change

- [ ] Bug fix (non-breaking change which fixes an issue)
- [x] New feature (non-breaking change which adds functionality)
- [ ] Breaking change (fix or feature that would cause existing functionality to not work as expected)
- [x] This change requires a documentation update

# How Has This Been Tested?

Locally. If the newely option value ""DBNAME"" is used, new functionality is triggered and executed.

# Checklist:

- [x] I have performed a self-review of my own code
- [x] I have commented my code, particularly in hard-to-understand areas
- [ ] I have made corresponding changes to the documentation
- [x] My changes generate no new warnings
- [ ] I have added tests that prove my fix is effective or that my feature works
- [ ] New and existing unit tests pass locally with my changes

I've only added english and german localization, as I do not speak the other languages.",3639119
15,2015-04-29T12:21:36Z,2015-08-17T18:37:08Z,,,"Patch based on PR #197, adapted to master, with some additions.
## Description

This patch allows to have a separate customer database (or even multiple customer databases). To enable it, just add a second database to `$sql_root` in `userdata.inc.php`:

```
$sql_root[0]['caption']='Default';
$sql_root[0]['host']='127.0.0.1';
$sql_root[0]['user']='root';
$sql_root[0]['password']='xyz';
$sql_root[0]['hidden']=true;

$sql_root[1]['caption']='Customer';
$sql_root[1]['host']='10.0.10.18';
$sql_root[1]['user']='root';
$sql_root[1]['password']='abc';
```

Now, when the customer wants to create a new database, he will be able to select the server from a dropdown. If you don't want to allow customer databases on the Froxlor db host itself, you can set the main database to `hidden` (see above) - then it will not be available in the customer panel.

The patch also enables using wildcards in `system.mysql_access_host`, which was not possible before (but is useful, if you want to limit access to a network or number of hosts).
#### Implementation notes
- the host for a given customer db is stored in `panel_databases`.`dbserver`, which is an index to `$sql_root`. This field was already there, and is now used again.
- to operate on a specific database, call `Database::needRoot()` with the server's index as the second parameter
- If set, `$linkWithoutDatabase` removes the database name from the PDO DSN, which is required if `$dbserver` is not `0` (this can probably be removed completely, but it was in the original patch, so I left it in)
- `correctMysqlUsers()` has been rewritten completely, as the old version was a total mess and would delete non-froxlor database users under some circumstances. 
",3639119
16,2014-07-09T16:25:58Z,2015-02-27T09:20:27Z,,,"Fixes Bug #1438: Second External database server for customers database
not anymore possible
",3639119
17,2020-03-23T17:10:48Z,2020-03-25T01:11:49Z,,,"**Summary**

Extension of the ""fix restrain bond"" adding the possibility of having a start and end equilibrium distance.

Definitionof a new fix restrain for lower bound harmonic. It is an harmonic restraint to keep atoms far apart from each other and vanishes above the equilibrium bond distance.

These harmonics are useful to implement restraint-based modelling approaches for the structural determination of biological molecules using molecular dynamics.

**Related Issues**

_If this addresses an open GitHub issue for this project, please mention the issue number here, and describe the relation. Use the phrases `fixes #221` or `closes #135`, when you want an issue to be automatically closed when the pull request is merged_

**Author(s)**

David Castillo, Structural Genomics Group, CNAG-CRG
Marco Di Stefano, Structural Genomics Group, CNAG-CRG

**Licensing**

By submitting this pull request, I agree, that my contribution will be included in LAMMPS and redistributed under either the GNU General Public License version 2 (GPL v2) or the GNU Lesser General Public License version 2.1 (LGPL v2.1).

**Backward Compatibility**

There is no backward compatibility issue.

**Implementation Notes**

_Provide any relevant details about how the changes are implemented, how correctness was verified, how other features - if any - in LAMMPS are affected_

**Post Submission Checklist**

_Please check the fields below as they are completed **after** the pull request has been submitted. Delete lines that don't apply_

- [x] The feature or features in this pull request is complete
- [x] Licensing information is complete
- [x] Corresponding author information is complete
- [x] The source code follows the LAMMPS formatting guidelines
- [x] Suitable new documentation files and/or updates to the existing docs are included
- [x] The added/updated documentation is integrated and tested with the documentation build system
- [x] The feature has been verified to work with the conventional build system
- [ ] The feature has been verified to work with the CMake based build system

**Further Information, Files, and Links**

_Put any additional information here, attach relevant text or image files, and URLs to external sites (e.g. DOIs or webpages)_


",12007030
18,2020-03-22T20:43:58Z,2020-03-26T13:26:32Z,,,"Use more modern cmake paradigms. 

- [x] Remote old style `include_directories()` calls
- [x] Remove old style `add_definitions()` calls
- [x] Create imported target for
  - [x] NetCDF
  - [x] QUIP
- [x] turn `linalg`, `mpi_stubs` in `${PKG_LIB}` in object libraries - Nope, CMake-3.10 doesn't have full support for `OBJECT` libs yet
- [x] Create exported target for lammps library
- [x] Drop pkg-config files? - Nope
- [x] Update old style (without `PRIVATE`/ `PUBLIC` keyword) `target_link_libraries()` calls",12007030
19,2020-03-17T21:12:09Z,2020-03-18T22:10:44Z,,,"**Summary**

A new kim_commands feature.

- New capability within LAMMPS for writing material properties computed in LAMMPS to standard KIM property instance format.
- Updating the kim_coammands document
- Updating the KIM package documents
- Addition of a KIM reference to the pair potentials document (pair_adp, and  pair_eam).

**Author(s)**

Yaser Afshar (U Minnesota)
Ellad Tadmor (U Minnesota)
Daniel S. Karls (U Minnesota)
Ryan Elliott (U Minnesota)

**Licensing**

By submitting this pull request, I agree, that my contribution will be included in LAMMPS and redistributed under either the GNU General Public License version 2 (GPL v2) or the GNU Lesser General Public License version 2.1 (LGPL v2.1).

**Backward Compatibility**

There is no backward compatibility issue.

**Implementation Notes**

The new command requires that LAMMPS is built with the Python 3.6 or later package installed. It uses Python/C interface, and in case LAMMPS is not made with Python 3, calling this command will fail with a message indicating the problem.

**Post Submission Checklist**

_Please check the fields below as they are completed **after** the pull request has been submitted. Delete lines that don't apply_

- [x] The feature or features in this pull request is complete
- [x] Licensing information is complete
- [x] Corresponding author information is complete
- [x] The source code follows the LAMMPS formatting guidelines
- [x] Suitable new documentation files and/or updates to the existing docs are included
- [x] The added/updated documentation is integrated and tested with the documentation build system
- [x] The feature has been verified to work with the conventional build system
- [x] The feature has been verified to work with the CMake based build system
- [ ] A package specific README file has been included or updated
- [ ] One or more example input decks are included

**Further Information, Files, and Links**

_Put any additional information here, attach relevant text or image files, and URLs to external sites (e.g. DOIs or webpages)_


",12007030
20,2020-03-13T19:35:17Z,2020-03-18T10:05:16Z,,,"**Summary**

This PR implements 2 main changes to the `fix adapt` command:
- the `scale` keyword can apply to the parameters `diameter` and `charge`
- a `diameter/disc` parameter is defined so that mass changes associated with diameter changes can be consistent for 2d simulations

Bugs fixes and corresponding edits to the documentation are also performed.

**Related Issues**

This closes #1508 , enhancement I created to allow `fix adapt` to change the diameter of polydisperse granular assemblies. This is realized by implementing the `scale` capability for the `diameter` parameter. It is not as general as implementing atom-style variables as I initially suggested in issue #1508 but was much easier implementation and fits many polydisperse applications.

**Author(s)**

Jibril B. Coulibaly, Northwestern University, jibril.coulibaly@northwestern.edu

**Licensing**

By submitting this pull request, I agree, that my contribution will be included in LAMMPS and redistributed under either the GNU General Public License version 2 (GPL v2) or the GNU Lesser General Public License version 2.1 (LGPL v2.1).

**Backward Compatibility**

yes

**Implementation Notes**

To implement the `scale` keyword for `diameter` and `charge` parameters, the `FixAdapt::post_constructor()` function is modified so that the internal `Fix Store` are created even when the `reset no` option is used. This allows storing the initial diameter/charge and scaling them in the `FixAdapt::change_settings()` function, the same way `pair` and `bond` parameters are presently scaled.

The implementation of the `diameter/disc` parameter uses a `discflag` to determine the way particles mass should be modified and uses the disc area to define the mass in the `FixAdapt::change_settings()` and `FixAdapt::restore_settings()` functions.

Some non-compliant comments are currently left in the source files to facilitate the review of this PR.

[Documented input files](https://github.com/lammps/lammps/files/4331328/MWE_fix_adapt_PR.zip) showing the effects of the modifications proposed in this PR are enclosed:
 - `in.bug_post_constructor_reset_radius_charge_flag`: shows current bug in `FixAdapt::post_constructor()`
- `in.scale_diameter_charge`: demonstrates implementation of the `scale` keyword for `diameter` and `charge` parameters
- `in.diameter_disc`: demonstrates implementation of the 2d compatibility using `diameter/disc` parameter


**Post Submission Checklist**

_Please check the fields below as they are completed **after** the pull request has been submitted. Delete lines that don't apply_

- [ ] The feature or features in this pull request is complete
- [ ] Licensing information is complete
- [ ] Corresponding author information is complete
- [ ] The source code follows the LAMMPS formatting guidelines
- [ ] Suitable new documentation files and/or updates to the existing docs are included
- [ ] The added/updated documentation is integrated and tested with the documentation build system
- [ ] The feature has been verified to work with the conventional build system
- [ ] The feature has been verified to work with the CMake based build system
- [ ] A package specific README file has been included or updated
- [ ] One or more example input decks are included

",12007030
21,2020-02-26T21:29:37Z,2020-02-27T07:56:23Z,,,"**Summary**

Add method to copy Kokkos neighbor list to CPU list. Gives speedup when running on GPUs and non-Kokkosized diagnostics request lists.

**Related Issues**

None.

**Author(s)**

Stan Moore (SNL)

**Licensing**

By submitting this pull request, I agree, that my contribution will be included in LAMMPS and redistributed under either the GNU General Public License version 2 (GPL v2) or the GNU Lesser General Public License version 2.1 (LGPL v2.1).

**Backward Compatibility**

No issues.",12007030
22,2020-02-25T19:52:04Z,2020-02-26T16:53:40Z,,,"**Summary**

Add Kokkos version of compute coord/atom.

**Related Issues**

Includes changes in #1895, should be merged after #1895.

**Author(s)**

Stan Moore (SNL)

**Licensing**

By submitting this pull request, I agree, that my contribution will be included in LAMMPS and redistributed under either the GNU General Public License version 2 (GPL v2) or the GNU Lesser General Public License version 2.1 (LGPL v2.1).

**Backward Compatibility**

No issues.",12007030
23,2020-02-24T20:30:05Z,2020-03-04T20:09:34Z,,,"**Summary**

Add Kokkos version of compute orientorder/atom

**Related Issues**

None.

**Author(s)**

Stan Moore (SNL)

**Licensing**

By submitting this pull request, I agree, that my contribution will be included in LAMMPS and redistributed under either the GNU General Public License version 2 (GPL v2) or the GNU Lesser General Public License version 2.1 (LGPL v2.1).

**Backward Compatibility**

No issues.",12007030
24,2020-02-20T19:50:56Z,2020-02-25T14:40:15Z,,,"**Summary**

Allow the change box ortho/triclinic command to be used even if restarting from a restart file that contained per-atom fix info.  Do this by delaying the error check until after all the keywords are scanned.

**Related Issues**

N/A

**Author(s)**

Steve

**Licensing**

By submitting this pull request, I agree, that my contribution will be included in LAMMPS and redistributed under either the GNU General Public License version 2 (GPL v2) or the GNU Lesser General Public License version 2.1 (LGPL v2.1).

**Backward Compatibility**

It should simply not throw an error for cases that the error check was too stringent before.

**Implementation Notes**

_Provide any relevant details about how the changes are implemented, how correctness was verified, how other features - if any - in LAMMPS are affected_

**Post Submission Checklist**

_Please check the fields below as they are completed **after** the pull request has been submitted. Delete lines that don't apply_

- [ ] The feature or features in this pull request is complete
- [ ] Licensing information is complete
- [ ] Corresponding author information is complete
- [ ] The source code follows the LAMMPS formatting guidelines
- [ ] Suitable new documentation files and/or updates to the existing docs are included
- [ ] The added/updated documentation is integrated and tested with the documentation build system
- [ ] The feature has been verified to work with the conventional build system
- [ ] The feature has been verified to work with the CMake based build system
- [ ] A package specific README file has been included or updated
- [ ] One or more example input decks are included

**Further Information, Files, and Links**

_Put any additional information here, attach relevant text or image files, and URLs to external sites (e.g. DOIs or webpages)_


",12007030
25,2020-02-08T20:19:15Z,2020-03-19T21:36:53Z,,,"
**Summary**

The changes in this PR allow a more specific tracking of whether multiple fixes are
modifying the same box parameter and error out in that case instead of letting LAMMPS continue and produce bogus simulation results.

**Author(s)**

Axel Kohlmeyer (Temple U)

**Licensing**

By submitting this pull request, I agree, that my contribution will be included in LAMMPS and redistributed under either the GNU General Public License version 2 (GPL v2) or the GNU Lesser General Public License version 2.1 (LGPL v2.1).

**Backward Compatibility**

Compatibility on the command line is preserved, but (external) source code needs to be adapted, if it was using any of the removed class member variables of the fix class.

**Implementation Notes**

By using a (single) bitmask instead multiple per-category variables, we can now check more specifically which box parameters are manipulated by a fix. During Domain::init() this information is then used to determine if the box is changed per category (like before), but also a new check is added to ensure that no two fixes are modifying the same box parameter. In that case the code will error out.

**Post Submission Checklist**

- [x] The feature or features in this pull request is complete
- [x] Licensing information is complete
- [x] Corresponding author information is complete
- [x] The source code follows the LAMMPS formatting guidelines
- [x] Suitable new documentation files and/or updates to the existing docs are included
- [x] The added/updated documentation is integrated and tested with the documentation build system
- [x] The feature has been verified to work with the conventional build system
- [x] The feature has been verified to work with the CMake based build system

",12007030
26,2020-02-07T00:41:53Z,2020-03-26T02:54:05Z,,,"**Summary**

This pull request incorporates the tubular potential model (TPM) force field into LAMMPS. This force field is designed for mesoscopic simulations of interacting flexible carbon nanotubes (CNTs) and is based on representation of nanotubes as chains of stretchable cylindrical segments. Further details about this force field can be found in the references listed below and in doc files submitted with this pull request.

This pull request includes the following:

1. TPM nanotube Fortran library (mesont) developed by Alexey N. Volkov, the author of TMP force field, and used to produce results listed in the references below. This library implements basic level functions describing stretching, bending, and intertube components of the force field. Harmonic bending [1] and anharmonic bending-buckling [2] potentials, as well as segment-segment and segment-chain intertube interaction approximations [3,4] are included.

2. USER-MESONT LAMMPS package incorporating mesont Fortran library into the LAMMPS framework:

- mesont/tpm pair style implementing TPM mesoscopic force field. It includes generation of bonds, rearrangement of nanotube nodes into contiguous chains, generation of a list of neighboring chains (to support both segment-chain and segment-segment approximations of intertube interaction), and calls of corresponding mesont Fortran library functions.

- mesont atomic style designed to work with tubular representation of CNTs and use it together with TPM force field.

- mesont/Es, mesont/Eb, mesont/Et, mesont/B, mesont/Es_tot, mesont/Eb_tot, mesont/Et_tot computes to evaluate different components (stretching, bending, intertube) of the potential energy and buckling state. 

3. Potential tables parameterized for single wall CNTs with (10,10) chirality.

4. Two examples of input for simulation of a single CNT bundle and relaxation of a thin CNT film.

5. Tools:

-  TMDPotGen, the code for generation of TMP potential tables for single-walled CNTs with a given chirality (m,n).

- TMDGen, the code designed to generate initial samples composed of straight and dispersed nanotubes of given chirality and length at a given material density. The files are saved in the format compatible with mesont atomic style provided with this pull request.

- dump2vtk, the code for conversion of output from NT simulations written in *.dump format into VTK that can be visualized as a set of tubes (rather than a set of NT nodes) in Paraview or other packages (see images below).

6. Documentation describing the features provided with the pull request.


**Author(s)**

Maxim V. Shugaev, University of Virginia, mvs9t@virginia.edu
Alexey N. Volkov, University of Alabama, avolkov1@ua.edu
Leonid V. Zhigilei, University of Virginia, lz2n@virginia.edu

**Licensing**

By submitting this pull request, I agree, that my contribution will be included in LAMMPS and redistributed under either the GNU General Public License version 2 (GPL v2) or the GNU Lesser General Public License version 2.1 (LGPL v2.1).

**Backward Compatibility**

No known issues

**Implementation Notes**

A brief description of the implementation details is provided above, in the summary section, and a paper with additional implementation and verification details will be published soon. The correctness of the implementation is verified in the following tests. (1) Energy conservation in NVE simulation of CNT film relaxation performed for segment-segment and segment-chain approximations with harmonic bending potential. (2) Direct comparison of the energy evolution (with separate consideration of bending, buckling, and intertube interaction) and structures predicted by the current LAMMPS implementation and the original Fortran code developed by Alexey N. Volkov and used for the work reported in the references listed below. The simulations are performed for both harmonic bending and anharmonic bending-buckling potentials under NVE and NVT conditions. Both serial and parallel codes were verified in these sets of simulations. (3) Large parallel simulation of film relaxation (see the movie below).

The code is developed in a way to minimize its impact on other components of LAMMPS. In particular, this pull request only requires including several variables to atom.h and the corresponding code for their initiation in atom.cpp. Other additions are localized within the developed package, and no other components of LAMMPS are affected.

**Post Submission Checklist**

_Please check the fields below as they are completed **after** the pull request has been submitted. Delete lines that don't apply_

- [ ] The feature or features in this pull request is complete
- [ ] Licensing information is complete
- [ ] Corresponding author information is complete
- [ ] The source code follows the LAMMPS formatting guidelines
- [ ] Suitable new documentation files and/or updates to the existing docs are included
- [ ] The added/updated documentation is integrated and tested with the documentation build system
- [ ] The feature has been verified to work with the conventional build system
- [ ] The feature has been verified to work with the CMake based build system
- [ ] A package specific README file has been included or updated
- [ ] One or more example input decks are included

**Further Information, Files, and Links**

[1] L. V. Zhigilei, C. Wei, and D. Srivastava, Mesoscopic model for dynamic simulations of carbon nanotubes, Phys. Rev. B 71, 165417, 2005.
[2] A. N. Volkov and L. V. Zhigilei, Structural stability of carbon nanotube films: The role of bending buckling, ACS Nano 4, 6187-6195, 2010.
[3] A. N. Volkov, K. R. Simov, and L. V. Zhigilei, Mesoscopic model for simulation of CNT-based materials, Proceedings of the ASME International Mechanical Engineering Congress and Exposition (IMECE2008), ASME paper IMECE2008-68021, 2008.
[4] A. N. Volkov and L. V. Zhigilei, Mesoscopic interaction potential for carbon nanotubes of arbitrary length and orientation, J. Phys. Chem. C 114, 5513-5531, 2010.
[5] B. K. Wittmaack, A. H. Banna, A. N. Volkov, L. V. Zhigilei, Mesoscopic modeling of structural self-organization of carbon nanotubes into vertically aligned networks of nanotube bundles, Carbon 130, 69-86, 2018.
[6] B. K. Wittmaack, A. N. Volkov, L. V. Zhigilei, Mesoscopic modeling of the uniaxial compression and recovery of vertically aligned carbon nanotube forests, Compos. Sci. Technol. 166, 66-85, 2018.
[7] B. K. Wittmaack, A. N. Volkov, L. V. Zhigilei, Phase transformation as the mechanism of mechanical deformation of vertically aligned carbon nanotube arrays: Insights from mesoscopic modeling, Carbon 143, 587-597, 2019.
[8] A. N. Volkov and L. V. Zhigilei, Scaling laws and mesoscopic modeling of thermal conductivity in carbon nanotube materials, Phys. Rev. Lett. 104, 215902, 2010.
[9] A. N. Volkov, T. Shiga, D. Nicholson, J. Shiomi, and L. V. Zhigilei, Effect of bending buckling of carbon nanotubes on thermal conductivity of carbon nanotube materials, J. Appl. Phys. 111, 053501, 2012.
[10] A. N. Volkov and L. V. Zhigilei, Heat conduction in carbon nanotube materials: Strong effect of intrinsic thermal conductivity of carbon nanotubes, Appl. Phys. Lett. 101, 043113, 2012.
[11] W. M. Jacobs, D. A. Nicholson, H. Zemer, A. N. Volkov, and L. V. Zhigilei, Acoustic energy dissipation and thermalization in carbon nanotubes: Atomistic modeling and mesoscopic description, Phys. Rev. B 86, 165414, 2012.
[12] A. N. Volkov and A. H. Banna, Mesoscopic computational model of covalent cross-links and mechanisms of load transfer in cross-linked carbon nanotube films with continuous networks of bundles, Comp. Mater. Sci. 176, 109410, 2020.

A representative image of a thin CNT film after relaxation colored based on the potential energy. The plot illustrates tube buckling (dark red regions) and formation of bundles (blue regions).
![TB 0200](https://user-images.githubusercontent.com/49990208/73982817-fe187780-4902-11ea-95b9-a973d91d36d6.png)

Relaxation of a thick CNT film composed of 8000 200 nm tubes, which corresponds to 1.6M CNT segments in total.
![plot1](https://user-images.githubusercontent.com/49990208/73983392-5ac86200-4904-11ea-9722-fcf96f652995.gif)

Schematic illustration of implementation details:
![CNT](https://user-images.githubusercontent.com/49990208/74197968-75654880-4c2e-11ea-8d8f-5063580a8ce0.jpg)


",12007030
27,2020-02-05T15:13:05Z,2020-03-26T01:13:36Z,,,"**Summary**

Update Kokkos library to v3.0 and remove deprecated code.

**Author(s)**

Stan Moore (SNL)

**Licensing**

By submitting this pull request, I agree, that my contribution will be included in LAMMPS and redistributed under either the GNU General Public License version 2 (GPL v2) or the GNU Lesser General Public License version 2.1 (LGPL v2.1).

**Backward Compatibility**

No issues.",12007030
